ticker,company_name,sector,price,chg_pct,net_score,bull,bear,verdict,bars,mode,mtf_aligned,mtf_detail,earnings_soon,atr_stop,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,Rel.Str,Rel.Str_label,VWAP,VWAP_label,News,News_label,gamma_strike,gamma_value,gamma_oi,gamma_pin,gamma_squeeze,gamma_size_mult,gamma_detail,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
KLAC,KLA Corporation,Technology,254.54,,4,6,2,Strong bullish,251,Daily,True,,False,233.98,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,7 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+34.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,254.93,192.77,bullish,231.19,R 38.2%,216.52,R 61.8%,254.93,E 100.0%,271.84,E 127.2%,293.34,E 161.8%,1.62,2.77,4.24,254.93,E 100.0%,240.26,254.93,240.26,231.19,223.85,216.52,206.07,254.93,271.84,278.67,293.34,317.09,355.5
PCAR,PACCAR Inc,Industrials,118.52,,4,6,2,Strong bullish,251,Daily,True,,False,113.58,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+9.3% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",123.6,0.0436,1445,,,1.0,"Nearest strike: $123.60 (4.3% away) γ=0.0436 OI=1,445 — standard sizing",session,120.95,112.68,bullish,117.79,R 38.2%,115.84,R 61.8%,120.95,E 100.0%,123.2,E 127.2%,126.06,E 161.8%,1.62,2.77,4.24,120.95,E 100.0%,117.79,119.0,119.0,117.79,116.81,115.84,114.45,120.95,123.2,124.11,126.06,129.22,134.33
CSCO,"Cisco Systems, Inc.",Technology,121.1,,3,5,2,Moderately bullish,251,Daily,True,,False,114.5,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",122.0,0.0699,1198,YES,,0.75,"⚠ Gamma pin risk: $122.00 strike (0.7% away) γ=0.0699 OI=1,198 — size reduced 75%",session,130.37,116.5,bullish,125.07,R 38.2%,121.8,R 61.8%,130.37,E 100.0%,134.14,E 127.2%,138.94,E 161.8%,1.62,2.77,4.24,130.37,E 100.0%,119.47,121.8,127.1,125.07,123.43,121.8,119.47,130.37,134.14,135.67,138.94,144.24,152.81
PAYX,"Paychex, Inc.",Industrials,100.63,,3,5,2,Moderately bullish,251,Daily,True,,False,96.29,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",100.0,0.0656,3422,YES,,0.75,"⚠ Gamma pin risk: $100.00 strike (0.6% away) γ=0.0656 OI=3,422 — size reduced 75%",session,102.03,97.26,bullish,100.21,R 38.2%,99.08,R 61.8%,102.03,E 100.0%,103.33,E 127.2%,104.98,E 161.8%,1.61,2.76,4.22,102.03,E 100.0%,100.21,100.9,100.9,100.21,99.65,99.08,98.28,102.03,103.33,103.85,104.98,106.8,109.75
FANG,"Diamondback Energy, Inc.",Energy,192.13,,3,5,2,Moderately bullish,251,Daily,True,,False,181.41,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",190.0,0.0395,1123,,,1.0,"Nearest strike: $190.00 (1.1% away) γ=0.0395 OI=1,123 — standard sizing",session,211.69,189.45,bullish,203.19,R 38.2%,197.95,R 61.8%,211.69,E 100.0%,217.74,E 127.2%,225.43,E 161.8%,1.62,2.78,4.24,211.69,E 100.0%,,194.21,206.44,203.19,200.57,197.95,194.21,211.69,217.74,220.19,225.43,233.93,247.67
ODFL,"Old Dominion Freight Line, Inc.",Industrials,245.75,,3,5,2,Moderately bullish,251,Daily,True,,False,231.6,bear,Bearish harami,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",240.0,0.0239,2282,,,1.0,"Nearest strike: $240.00 (2.3% away) γ=0.0239 OI=2,282 — standard sizing",session,252.03,223.63,bullish,241.18,R 38.2%,234.48,R 61.8%,252.03,E 100.0%,259.75,E 127.2%,269.58,E 161.8%,1.62,2.77,4.24,252.03,E 100.0%,245.33,252.03,245.33,241.18,237.83,234.48,229.71,252.03,259.75,262.88,269.58,280.43,297.98
FTNT,"Fortinet, Inc.",Technology,146.3,,3,5,2,Moderately bullish,251,Daily,True,,False,137.7,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",140.0,0.034,1395,,,1.0,"Nearest strike: $140.00 (4.3% away) γ=0.0340 OI=1,395 — standard sizing",session,150.07,133.05,bullish,143.57,R 38.2%,139.55,R 61.8%,150.07,E 100.0%,154.7,E 127.2%,160.59,E 161.8%,1.62,2.77,4.23,150.07,E 100.0%,146.05,150.07,146.05,143.57,141.56,139.55,136.69,150.07,154.7,156.57,160.59,167.09,177.61
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,91.02,,3,5,2,Moderately bullish,251,Daily,True,,False,87.58,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought · Wide divergence,bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",90.0,0.097,1967,,,1.0,"Nearest strike: $90.00 (1.1% away) γ=0.0970 OI=1,967 — standard sizing",session,91.73,85.48,bullish,89.34,R 38.2%,87.87,R 61.8%,91.73,E 100.0%,93.43,E 127.2%,95.59,E 161.8%,1.63,2.78,4.25,91.73,E 100.0%,90.26,91.73,90.26,89.34,88.61,87.87,86.82,91.73,93.43,94.12,95.59,97.98,101.84
NVDA,NVIDIA Corporation,Technology,205.19,,3,5,2,Moderately bullish,251,Daily,True,,False,193.15,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,6 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",205.0,0.0961,4571,YES,,0.75,"⚠ Gamma pin risk: $205.00 strike (0.1% away) γ=0.0961 OI=4,571 — size reduced 75%",session,222.56,199.34,bullish,213.69,R 38.2%,208.21,R 61.8%,222.56,E 100.0%,228.88,E 127.2%,236.91,E 161.8%,1.62,2.77,4.24,222.56,E 100.0%,204.31,208.21,217.08,213.69,210.95,208.21,204.31,222.56,228.88,231.43,236.91,245.78,260.13
SBUX,Starbucks Corporation,Consumer Cyclical,103.04,,3,5,2,Moderately bullish,251,Daily,True,,False,98.98,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.9% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",103.0,0.1137,1346,YES,,0.75,"⚠ Gamma pin risk: $103.00 strike (0.0% away) γ=0.1137 OI=1,346 — size reduced 75%",session,103.69,93.64,bullish,99.85,R 38.2%,97.48,R 61.8%,103.69,E 100.0%,106.42,E 127.2%,109.9,E 161.8%,1.62,2.77,4.24,103.69,E 100.0%,101.32,103.69,101.32,99.85,98.67,97.48,95.79,103.69,106.42,107.53,109.9,113.74,119.95
CTAS,Cintas Corporation,Industrials,176.28,,3,5,2,Moderately bullish,251,Daily,True,,False,169.24,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",180.0,0.0524,1602,,,1.0,"Nearest strike: $180.00 (2.1% away) γ=0.0524 OI=1,602 — standard sizing",session,184.48,171.95,bullish,179.69,R 38.2%,176.74,R 61.8%,184.48,E 100.0%,187.89,E 127.2%,192.22,E 161.8%,1.62,2.78,4.25,184.48,E 100.0%,174.63,176.74,181.52,179.69,178.21,176.74,174.63,184.48,187.89,189.27,192.22,197.01,204.75
INTC,Intel Corporation,Technology,124.57,,3,6,3,Moderately bullish,251,Daily,True,,False,110.35,bear,Stale green (3-bar exhaustion),bull,Above trend,bull,Wide divergence above SMA,bull,10 open gap(s) below (support),bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+10.6% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",125.0,0.0294,10425,YES,,0.75,"⚠ Gamma pin risk: $125.00 strike (0.3% away) γ=0.0294 OI=10,425 — size reduced 75%",session,127.6,98.33,bullish,116.42,R 38.2%,109.51,R 61.8%,127.6,E 100.0%,135.56,E 127.2%,145.69,E 161.8%,1.62,2.77,4.24,127.6,E 100.0%,120.69,127.6,120.69,116.42,112.97,109.51,104.59,127.6,135.56,138.78,145.69,156.87,174.96
AXON,"Axon Enterprise, Inc.",Industrials,441.73,,2,4,2,Moderately bullish,251,Daily,True,,False,399.65,bear,Bearish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,515.8,423.04,bullish,480.37,R 38.2%,458.47,R 61.8%,515.8,E 100.0%,541.03,E 127.2%,573.13,E 161.8%,1.62,2.77,4.24,515.8,E 100.0%,,442.89,493.91,480.37,469.42,458.47,442.89,515.8,541.03,551.23,573.13,608.56,665.89
ABNB,"Airbnb, Inc.",Consumer Cyclical,132.28,,2,4,2,Moderately bullish,251,Daily,True,,False,125.77,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bull,Oversold (< -100),bull,Bounce off prior support,neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",130.0,0.0503,1549,,,1.0,"Nearest strike: $130.00 (1.7% away) γ=0.0503 OI=1,549 — standard sizing",session,137.24,127.23,bullish,133.41,R 38.2%,131.05,R 61.8%,137.24,E 100.0%,139.96,E 127.2%,143.42,E 161.8%,1.62,2.78,4.24,137.24,E 100.0%,132.23,133.41,134.87,133.41,132.23,131.05,129.37,137.24,139.96,141.06,143.42,147.24,153.42
EXC,Exelon Corporation,Utilities,46.21,,2,4,2,Moderately bullish,251,Daily,True,,False,44.85,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",46.0,0.2177,3044,YES,,0.75,"⚠ Gamma pin risk: $46.00 strike (0.5% away) γ=0.2177 OI=3,044 — size reduced 75%",session,46.4,44.15,bullish,45.54,R 38.2%,45.01,R 61.8%,46.4,E 100.0%,47.01,E 127.2%,47.79,E 161.8%,1.62,2.77,4.25,46.4,E 100.0%,45.87,46.4,45.87,45.54,45.28,45.01,44.63,46.4,47.01,47.26,47.79,48.65,50.04
PEP,"PepsiCo, Inc.",Consumer Defensive,144.27,,2,5,3,Moderately bullish,251,Daily,True,,False,139.86,bull,Bullish harami,neutral,In line with trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,bull,Outperforming SPY strongly (+3.1% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",145.0,0.0976,7303,YES,,0.75,"⚠ Gamma pin risk: $145.00 strike (0.5% away) γ=0.0976 OI=7,303 — size reduced 75%",session,145.45,139.26,bullish,143.09,R 38.2%,141.62,R 61.8%,145.45,E 100.0%,147.13,E 127.2%,149.28,E 161.8%,1.61,2.75,4.21,145.45,E 100.0%,143.99,145.45,143.99,143.09,142.35,141.62,140.58,145.45,147.13,147.81,149.28,151.64,155.47
PYPL,"PayPal Holdings, Inc.",Financial Services,41.53,,2,4,2,Moderately bullish,251,Daily,True,,False,39.73,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",41.5,0.2582,2215,YES,,0.75,"⚠ Gamma pin risk: $41.50 strike (0.1% away) γ=0.2582 OI=2,215 — size reduced 75%",session,44.35,40.2,bullish,42.77,R 38.2%,41.79,R 61.8%,44.35,E 100.0%,45.48,E 127.2%,46.92,E 161.8%,1.61,2.77,4.23,44.35,E 100.0%,41.09,41.79,43.37,42.77,42.28,41.79,41.09,44.35,45.48,45.94,46.92,48.51,51.07
CHTR,"Charter Communications, Inc.",Communication Services,145.82,,2,5,3,Moderately bullish,251,Daily,True,,False,134.77,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.2% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",145.0,0.0298,1015,YES,,0.75,"⚠ Gamma pin risk: $145.00 strike (0.6% away) γ=0.0298 OI=1,015 — size reduced 75%",session,146.01,126.7,bullish,138.63,R 38.2%,134.08,R 61.8%,146.01,E 100.0%,151.26,E 127.2%,157.94,E 161.8%,1.62,2.78,4.24,146.01,E 100.0%,141.45,146.01,141.45,138.63,136.35,134.08,130.83,146.01,151.26,153.39,157.94,165.32,177.25
ROST,"Ross Stores, Inc.",Consumer Cyclical,240.13,,2,5,3,Moderately bullish,251,Daily,True,,False,230.96,bear,Bearish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,5 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.8% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,242.81,223.07,bullish,235.27,R 38.2%,230.61,R 61.8%,242.81,E 100.0%,248.18,E 127.2%,255.01,E 161.8%,1.62,2.77,4.24,242.81,E 100.0%,238.15,242.81,238.15,235.27,232.94,230.61,227.3,242.81,248.18,250.35,255.01,262.55,274.75
MNST,Monster Beverage Corporation,Consumer Defensive,92.83,,2,5,3,Moderately bullish,251,Daily,True,,False,89.98,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.3% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",95.0,0.1112,2056,,,1.0,"Nearest strike: $95.00 (2.3% away) γ=0.1112 OI=2,056 — standard sizing",session,93.08,87.84,bullish,91.08,R 38.2%,89.84,R 61.8%,93.08,E 100.0%,94.51,E 127.2%,96.32,E 161.8%,1.61,2.77,4.23,93.08,E 100.0%,91.84,93.08,91.84,91.08,90.46,89.84,88.96,93.08,94.51,95.08,96.32,98.32,101.56
COST,Costco Wholesale Corporation,Consumer Defensive,982.35,,2,4,2,Moderately bullish,251,Daily,True,,False,950.08,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",970.0,0.0123,1520,,,1.0,"Nearest strike: $970.00 (1.3% away) γ=0.0123 OI=1,520 — standard sizing",session,997.41,951.98,bullish,980.06,R 38.2%,969.33,R 61.8%,997.41,E 100.0%,1009.77,E 127.2%,1025.49,E 161.8%,1.62,2.77,4.23,997.41,E 100.0%,980.06,986.69,986.69,980.06,974.69,969.33,961.7,997.41,1009.77,1014.76,1025.49,1042.84,1070.92
ADBE,Adobe Inc.,Technology,204.02,,1,5,4,Neutral,251,Daily,True,,False,187.0,bull,Bullish bar,bull,Significantly above trend,bear,Wide divergence below SMA,bear,3 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-19.3% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",205.0,0.0402,1749,YES,,0.75,"⚠ Gamma pin risk: $205.00 strike (0.5% away) γ=0.0402 OI=1,749 — size reduced 75%",session,265.94,196.9,bullish,239.57,R 38.2%,223.27,R 61.8%,265.94,E 100.0%,284.72,E 127.2%,308.61,E 161.8%,1.62,2.77,4.24,265.94,E 100.0%,,211.67,249.65,239.57,231.42,223.27,211.67,265.94,284.72,292.31,308.61,334.98,377.65
TRI,Thomson Reuters Corporation,Industrials,81.41,,1,5,4,Neutral,251,Daily,True,,False,75.25,bull,Bullish engulfing,bull,Above trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-3.9% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,87.59,78.15,bullish,83.98,R 38.2%,81.76,R 61.8%,87.59,E 100.0%,90.16,E 127.2%,93.42,E 161.8%,1.63,2.78,4.25,87.59,E 100.0%,80.17,81.76,85.36,83.98,82.87,81.76,80.17,87.59,90.16,91.2,93.42,97.03,102.86
CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,99.34,,1,4,3,Neutral,251,Daily,True,,False,96.15,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,neutral,Open gaps above and below,bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+11.5% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,99.65,90.32,bullish,96.09,R 38.2%,93.88,R 61.8%,99.65,E 100.0%,102.19,E 127.2%,105.42,E 161.8%,1.61,2.76,4.22,99.65,E 100.0%,97.45,99.65,97.45,96.09,94.99,93.88,92.32,99.65,102.19,103.21,105.42,108.98,114.75
DASH,"DoorDash, Inc.",Communication Services,150.58,,1,4,3,Neutral,251,Daily,True,,False,138.88,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Oversold (< -100),bull,Bounce off prior support,bear,Underperforming SPY strongly (-3.5% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",155.0,0.0386,1133,,,1.0,"Nearest strike: $155.00 (2.9% away) γ=0.0386 OI=1,133 — standard sizing",session,162.53,146.11,bullish,156.26,R 38.2%,152.38,R 61.8%,162.53,E 100.0%,167.0,E 127.2%,172.68,E 161.8%,1.62,2.77,4.23,162.53,E 100.0%,149.62,152.38,158.65,156.26,154.32,152.38,149.62,162.53,167.0,168.8,172.68,178.95,189.1
BKR,Baker Hughes Company,Energy,63.14,,1,4,3,Neutral,251,Daily,True,,False,60.09,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),bull,5 open gap(s) below (support),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",65.0,0.1098,2325,,,1.0,"Nearest strike: $65.00 (2.9% away) γ=0.1098 OI=2,325 — standard sizing",session,66.24,62.5,bullish,64.81,R 38.2%,63.93,R 61.8%,66.24,E 100.0%,67.26,E 127.2%,68.55,E 161.8%,1.62,2.78,4.25,66.24,E 100.0%,,63.3,65.36,64.81,64.37,63.93,63.3,66.24,67.26,67.67,68.55,69.98,72.29
SNPS,"Synopsys, Inc.",Technology,453.89,,1,4,3,Neutral,251,Daily,True,,False,423.45,bear,Bearish bar,neutral,Significantly below trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,bear,Underperforming SPY moderately (-2.6% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,504.12,445.0,bullish,481.54,R 38.2%,467.58,R 61.8%,504.12,E 100.0%,520.2,E 127.2%,540.66,E 161.8%,1.62,2.77,4.23,504.12,E 100.0%,,457.65,490.17,481.54,474.56,467.58,457.65,504.12,520.2,526.7,540.66,563.24,599.78
CSX,CSX Corporation,Industrials,47.57,,1,4,3,Neutral,251,Daily,True,,False,46.17,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",47.5,0.2133,23880,YES,,0.75,"⚠ Gamma pin risk: $47.50 strike (0.1% away) γ=0.2133 OI=23,880 — size reduced 75%",session,48.03,45.86,bullish,47.2,R 38.2%,46.69,R 61.8%,48.03,E 100.0%,48.62,E 127.2%,49.37,E 161.8%,1.63,2.78,4.25,48.03,E 100.0%,47.52,48.03,47.52,47.2,46.94,46.69,46.32,48.03,48.62,48.86,49.37,50.2,51.54
EA,Electronic Arts Inc.,Communication Services,203.27,,1,4,3,Neutral,251,Daily,True,,False,201.79,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bear,Rejection at prior resistance,neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",200.0,0.07,15618,,,1.0,"Nearest strike: $200.00 (1.6% away) γ=0.0700 OI=15,618 — standard sizing",session,203.9,201.81,bullish,203.1,R 38.2%,202.61,R 61.8%,203.9,E 100.0%,204.47,E 127.2%,205.19,E 161.8%,1.63,2.8,4.27,203.9,E 100.0%,203.1,203.41,203.41,203.1,202.85,202.61,202.26,203.9,204.47,204.7,205.19,205.99,207.28
TXN,Texas Instruments Incorporated,Technology,301.12,,1,4,3,Neutral,251,Daily,True,,False,282.07,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,5 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",300.0,0.0223,1556,YES,,0.75,"⚠ Gamma pin risk: $300.00 strike (0.4% away) γ=0.0223 OI=1,556 — size reduced 75%",session,312.76,273.88,bullish,297.91,R 38.2%,288.73,R 61.8%,312.76,E 100.0%,323.34,E 127.2%,336.79,E 161.8%,1.62,2.77,4.24,312.76,E 100.0%,297.91,303.58,303.58,297.91,293.32,288.73,282.2,312.76,323.34,327.61,336.79,351.64,375.67
AMGN,Amgen Inc.,Healthcare,355.2,,1,4,3,Neutral,251,Daily,True,,False,341.8,bear,Bearish harami,neutral,In line with trend,bull,Wide divergence above SMA,neutral,Open gaps above and below,bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+7.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",360.0,0.031,1146,,,1.0,"Nearest strike: $360.00 (1.4% away) γ=0.0310 OI=1,146 — standard sizing",session,358.46,325.98,bullish,346.05,R 38.2%,338.39,R 61.8%,358.46,E 100.0%,367.29,E 127.2%,378.53,E 161.8%,1.62,2.77,4.24,358.46,E 100.0%,350.79,358.46,350.79,346.05,342.22,338.39,332.93,358.46,367.29,370.87,378.53,390.94,411.01
QCOM,QUALCOMM Incorporated,Technology,211.72,,0,4,4,Neutral,251,Daily,True,,False,,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,4 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-13.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",210.0,0.0209,7073,YES,,0.75,"⚠ Gamma pin risk: $210.00 strike (0.8% away) γ=0.0209 OI=7,073 — size reduced 75%",session,254.15,190.1,neutral,222.13,R 50.0%,203.81,R 78.6%,239.04,R 23.6%,254.15,E 100.0%,271.57,E 127.2%,0.92,1.75,2.7,222.13,R 50.0%,203.81,214.57,239.04,229.68,222.13,214.57,203.81,254.15,271.57,278.62,293.74,318.2,357.79
INSM,Insmed Incorporated,Healthcare,97.85,,0,4,4,Neutral,251,Daily,True,,False,,bull,Bullish bar,bull,Above trend,bear,Wide divergence below SMA,bear,4 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,105.29,90.39,neutral,97.84,R 50.0%,93.58,R 78.6%,101.77,R 23.6%,105.29,E 100.0%,109.34,E 127.2%,0.92,1.75,2.7,97.84,R 50.0%,97.84,99.6,101.77,99.6,97.84,96.08,93.58,105.29,109.34,110.98,114.5,120.19,129.4
