# BACKTEST CONFIG
min_score,conviction,stop_pct,tp_pct,direction,size_usd,slippage_pct,signal_flip,gap_stop,max_hold
4,60.0,1.5,4.5,both,1000.0,0.1,True,True,20

# PER-TICKER SUMMARY
ticker,trades,wins,losses,win_rate_pct,avg_r,expectancy,total_pnl_usd,avg_pnl_pct,max_drawdown_pct,avg_hold_bars,profit_factor,total_slippage_usd,bars_tested,compute_secs,exit_stop,exit_gap_stop,exit_take_profit,exit_signal_flip,exit_max_hold
MSFT,long,2026-05-07,2026-05-08,1,419.6213,413.33,413.33,438.5,2,-12.58,-1.5,-1.0,stop,6,83.3,0.84
MSFT,long,2026-05-18,2026-05-27,6,416.1353,409.89,409.89,434.86,2,-12.49,-1.5,-1.0,stop,5,66.7,0.83
CSGP,short,2025-08-21,2025-08-22,1,87.5923,88.91,88.91,83.65,11,-14.49,-1.5,-1.0,stop,-5,72.2,0.96
CSGP,short,2025-08-27,2025-08-28,1,89.0309,90.37,90.37,85.02,11,-14.73,-1.5,-1.0,stop,-5,72.2,0.98
CSGP,short,2025-09-03,2025-09-05,2,88.0119,89.77,89.33,84.05,11,-19.34,-2.0,-1.33,gap_stop,-6,83.3,0.97
CSGP,short,2025-09-09,2025-09-11,2,87.7921,87.06,89.11,83.84,11,8.05,0.83,0.56,signal_flip,-4,62.2,0.97
CSGP,short,2025-09-18,2025-09-18,0,87.8221,89.14,89.14,83.87,11,-14.5,-1.5,-1.0,stop,-4,62.2,0.97
CSGP,short,2025-09-22,2025-09-23,1,86.6133,85.31,87.91,82.72,11,14.34,1.5,1.01,signal_flip,-6,88.9,0.95
CSGP,long,2025-10-29,2025-10-29,0,72.4123,71.33,71.33,75.67,13,-14.07,-1.49,-1.0,stop,4,62.2,0.94
CSGP,short,2025-10-31,2025-11-03,1,68.6912,69.72,69.72,65.6,14,-14.4,-1.5,-1.0,stop,-5,73.3,0.96
CSGP,short,2025-11-07,2025-11-07,0,67.3126,68.32,68.32,64.28,14,-14.1,-1.5,-1.0,stop,-5,73.3,0.94
CSGP,short,2025-11-14,2025-11-20,4,68.2717,65.2,69.3,65.2,14,43.0,4.5,2.99,take_profit,-6,83.3,0.96
CSGP,short,2025-12-09,2025-12-09,0,66.4535,67.45,67.45,63.46,15,-14.95,-1.5,-1.0,stop,-6,83.3,1.0
CSGP,long,2025-12-11,2025-12-11,0,67.8278,67.47,66.81,70.88,14,-5.01,-0.53,-0.35,signal_flip,4,61.1,0.95
CSGP,long,2025-12-15,2025-12-15,0,68.3182,67.29,67.29,71.39,14,-14.39,-1.51,-1.0,stop,4,61.1,0.95
CSGP,short,2025-12-17,2025-12-17,0,63.5564,64.51,64.51,60.7,15,-14.3,-1.5,-1.0,stop,-5,73.3,0.95
CSGP,short,2026-01-05,2026-01-05,0,65.5344,66.52,66.52,62.59,15,-14.78,-1.5,-1.0,stop,-5,64.4,0.98
CSGP,short,2026-01-08,2026-01-08,0,60.5494,61.46,61.46,57.82,16,-14.57,-1.5,-1.0,stop,-5,73.3,0.97
CSGP,long,2026-01-20,2026-01-20,0,64.1541,63.19,63.19,67.04,15,-14.46,-1.5,-1.0,stop,5,77.8,0.96
CSGP,long,2026-01-23,2026-01-27,2,65.7857,68.75,64.8,68.75,15,44.46,4.51,3.01,take_profit,5,77.8,0.99
CSGP,short,2026-02-03,2026-02-03,0,60.0699,57.37,60.97,57.37,16,43.2,4.49,3.0,take_profit,-5,72.2,0.96
CSGP,short,2026-02-24,2026-02-24,0,47.5124,48.23,48.23,45.37,21,-15.07,-1.51,-1.0,stop,-5,72.2,1.0
CSGP,short,2026-02-26,2026-03-02,2,45.4945,43.45,46.18,43.45,21,42.93,4.49,2.98,take_profit,-5,73.3,0.96
CSGP,short,2026-03-11,2026-03-11,0,46.4135,47.11,47.11,44.32,21,-14.63,-1.5,-1.0,stop,-6,83.3,0.98
CSGP,long,2026-04-21,2026-04-21,0,40.2002,39.6,39.6,42.01,24,-14.4,-1.49,-1.0,stop,4,61.1,0.96
CSGP,short,2026-04-23,2026-04-23,0,38.4415,36.71,39.02,36.71,26,45.02,4.5,2.99,take_profit,-6,83.3,1.0
CSGP,short,2026-05-27,2026-05-27,0,32.5574,33.05,33.05,31.09,30,-14.78,-1.51,-1.0,stop,-5,72.2,0.98
CSGP,short,2026-06-01,2026-06-01,0,32.5874,33.08,33.08,31.12,30,-14.78,-1.51,-1.0,stop,-5,72.2,0.98
CSGP,long,2026-06-08,2026-06-08,0,33.3433,32.84,32.84,34.84,29,-14.6,-1.51,-1.0,stop,5,72.2,0.97
IDXX,short,2025-07-31,2025-07-31,0,562.0074,536.72,570.44,536.72,1,25.29,4.5,3.0,take_profit,-4,66.7,0.56
IDXX,long,2025-08-21,2025-09-02,7,637.687,639.45,628.12,666.38,1,1.76,0.28,0.18,signal_flip,5,72.2,0.64
IDXX,short,2025-09-11,2025-09-11,0,636.5029,646.05,646.05,607.86,1,-9.55,-1.5,-1.0,stop,-5,72.2,0.64
IDXX,long,2025-09-16,2025-09-17,1,641.0104,640.86,631.4,669.86,1,-0.15,-0.02,-0.02,signal_flip,7,100.0,0.64
IDXX,short,2025-10-02,2025-10-02,0,615.9035,625.14,625.14,588.19,1,-9.24,-1.5,-1.0,stop,-4,62.2,0.62
IDXX,long,2025-10-24,2025-10-29,3,642.4018,632.77,632.77,671.31,1,-9.63,-1.5,-1.0,stop,6,88.9,0.64
IDXX,short,2025-11-03,2025-11-03,0,692.307,702.69,702.69,661.15,1,-10.38,-1.5,-1.0,stop,-6,88.9,0.69
IDXX,long,2025-11-20,2025-11-21,1,698.5178,729.95,688.04,729.95,1,31.43,4.5,3.0,take_profit,7,100.0,0.7
IDXX,short,2026-01-21,2026-01-21,0,688.4609,698.79,698.79,657.48,1,-10.33,-1.5,-1.0,stop,-7,100.0,0.69
IDXX,short,2026-01-28,2026-02-02,3,686.2231,655.34,696.52,655.34,1,30.88,4.5,3.0,take_profit,-5,72.2,0.69
IDXX,short,2026-02-24,2026-02-24,0,622.5069,631.84,631.84,594.49,1,-9.33,-1.5,-1.0,stop,-6,83.3,0.62
IDXX,short,2026-02-27,2026-02-27,0,649.3899,659.13,659.13,620.17,1,-9.74,-1.5,-1.0,stop,-4,61.1,0.65
IDXX,short,2026-03-03,2026-03-03,0,627.2821,636.69,636.69,599.05,1,-9.41,-1.5,-1.0,stop,-6,83.3,0.63
IDXX,long,2026-03-05,2026-03-05,0,634.7141,625.19,625.19,663.28,1,-9.52,-1.5,-1.0,stop,4,61.1,0.63
IDXX,short,2026-04-08,2026-04-08,0,600.5688,591.84,609.58,573.54,1,8.73,1.45,0.97,signal_flip,-5,73.3,0.6
IDXX,short,2026-04-13,2026-04-13,0,558.7707,567.15,567.15,533.63,1,-8.38,-1.5,-1.0,stop,-6,83.3,0.56
IDXX,long,2026-04-15,2026-04-16,1,583.623,574.87,574.87,609.89,1,-8.75,-1.5,-1.0,stop,4,61.1,0.58
IDXX,long,2026-04-21,2026-04-21,0,585.0544,576.28,576.28,611.38,1,-8.77,-1.5,-1.0,stop,5,77.8,0.58
IDXX,long,2026-04-23,2026-04-23,0,578.4278,569.75,569.75,604.46,1,-8.68,-1.5,-1.0,stop,4,61.1,0.58
IDXX,short,2026-05-05,2026-05-05,0,568.6408,577.17,577.17,543.05,1,-8.53,-1.5,-1.0,stop,-6,88.9,0.57
IDXX,long,2026-05-07,2026-05-07,0,581.7011,572.98,572.98,607.88,1,-8.72,-1.5,-1.0,stop,4,62.2,0.58
IDXX,short,2026-05-11,2026-05-11,0,559.3401,534.17,567.73,534.17,1,25.17,4.5,3.0,take_profit,-5,72.2,0.56
IDXX,short,2026-05-20,2026-05-20,0,545.5939,553.78,553.78,521.04,1,-8.19,-1.5,-1.0,stop,-4,62.2,0.55
IDXX,long,2026-05-29,2026-06-01,1,567.9774,555.96,559.46,593.54,1,-12.02,-2.12,-1.41,gap_stop,4,62.2,0.57
IDXX,long,2026-06-04,2026-06-04,0,566.4559,557.96,557.96,591.95,1,-8.5,-1.5,-1.0,stop,6,88.9,0.57
MPWR,long,2025-07-29,2025-07-29,0,742.2107,731.08,731.08,775.61,1,-11.13,-1.5,-1.0,stop,7,100.0,0.74
MPWR,long,2025-08-04,2025-08-04,0,787.9069,776.09,776.09,823.36,1,-11.82,-1.5,-1.0,stop,4,62.2,0.79
MPWR,long,2025-08-25,2025-08-28,3,837.675,853.8,825.11,875.37,1,16.12,1.92,1.28,signal_flip,5,72.2,0.84
MPWR,short,2025-09-04,2025-09-04,0,822.2404,834.57,834.57,785.24,1,-12.33,-1.5,-1.0,stop,-6,83.3,0.82
MPWR,short,2025-10-13,2025-10-13,0,963.0747,977.52,977.52,919.74,1,-14.45,-1.5,-1.0,stop,-4,62.2,0.96
MPWR,long,2025-10-15,2025-10-16,1,997.3159,1023.05,982.36,1042.2,1,25.73,2.58,1.72,signal_flip,4,62.2,1.0
MPWR,short,2025-11-03,2025-11-04,1,1025.183,979.05,1040.56,979.05,1,46.13,4.5,3.0,take_profit,-7,100.0,1.03
MPWR,short,2025-11-12,2025-11-13,1,969.4349,925.81,983.98,925.81,1,43.62,4.5,3.0,take_profit,-6,83.3,0.97
MPWR,short,2025-12-18,2025-12-18,0,932.0306,946.01,946.01,890.09,1,-13.98,-1.5,-1.0,stop,-5,73.3,0.93
MPWR,long,2025-12-23,2025-12-23,0,937.3573,940.08,923.3,979.54,1,2.72,0.29,0.19,signal_flip,4,61.1,0.94
MPWR,short,2025-12-29,2026-01-02,3,933.6132,947.62,947.62,891.6,1,-14.01,-1.5,-1.0,stop,-6,83.3,0.93
MPWR,long,2026-01-06,2026-01-06,0,968.8228,1003.37,954.29,1012.42,1,34.55,3.57,2.38,signal_flip,4,61.1,0.97
MPWR,long,2026-01-13,2026-01-14,1,975.566,981.64,960.93,1019.47,1,6.07,0.62,0.41,signal_flip,4,61.1,0.97
MPWR,long,2026-02-06,2026-02-06,0,1248.7534,1230.02,1230.02,1304.95,1,-18.73,-1.5,-1.0,stop,5,73.3,1.25
MPWR,long,2026-02-12,2026-02-12,0,1205.047,1186.97,1186.97,1259.27,1,-18.08,-1.5,-1.0,stop,6,83.3,1.2
MPWR,short,2026-03-16,2026-03-16,0,1075.6106,1091.74,1091.74,1027.21,1,-16.13,-1.5,-1.0,stop,-5,72.2,1.08
MPWR,short,2026-03-19,2026-03-19,0,1038.3425,1053.92,1053.92,991.62,1,-15.58,-1.5,-1.0,stop,-4,62.2,1.04
MPWR,short,2026-03-27,2026-03-27,0,1046.1193,1061.81,1061.81,999.04,1,-15.69,-1.5,-1.0,stop,-5,72.2,1.05
MPWR,long,2026-04-01,2026-04-02,1,1101.8507,1071.89,1085.32,1151.43,1,-29.96,-2.72,-1.81,gap_stop,6,88.9,1.1
MPWR,long,2026-05-01,2026-05-01,0,1566.1246,1542.63,1542.63,1636.6,1,-23.49,-1.5,-1.0,stop,5,73.3,1.56
MPWR,long,2026-05-07,2026-05-07,0,1637.9663,1613.4,1613.4,1711.67,1,-24.57,-1.5,-1.0,stop,5,73.3,1.64
MPWR,short,2026-05-18,2026-05-18,0,1561.7167,1491.44,1585.14,1491.44,1,70.28,4.5,3.0,take_profit,-5,72.2,1.56
MPWR,long,2026-06-03,2026-06-03,0,1649.1575,1624.42,1624.42,1723.37,1,-24.74,-1.5,-1.0,stop,6,83.3,1.65
MPWR,short,2026-06-08,2026-06-08,0,1558.1104,1581.48,1581.48,1488.0,1,-23.37,-1.5,-1.0,stop,-5,77.8,1.56
GOOG,long,2025-11-20,2025-11-20,0,304.448,299.88,299.88,318.15,3,-13.7,-1.5,-1.0,stop,5,73.3,0.91
GOOG,long,2025-11-24,2025-11-25,1,310.712,324.69,306.05,324.69,3,41.93,4.5,3.0,take_profit,5,73.3,0.93
GOOG,long,2025-12-04,2025-12-04,0,322.7355,317.89,317.89,337.26,3,-14.54,-1.5,-1.0,stop,5,73.3,0.97
GOOG,long,2026-01-22,2026-01-22,0,334.1626,329.15,329.15,349.2,2,-10.03,-1.5,-1.0,stop,5,64.4,0.67
GOOG,long,2026-01-27,2026-01-29,2,335.5272,330.49,330.49,350.63,2,-10.07,-1.5,-1.0,stop,5,72.2,0.67
GOOG,short,2026-02-09,2026-02-09,0,320.4999,325.31,325.31,306.08,3,-14.43,-1.5,-1.0,stop,-4,62.2,0.96
GOOG,short,2026-02-27,2026-02-27,0,303.2398,307.79,307.79,289.59,3,-13.65,-1.5,-1.0,stop,-5,72.2,0.91
GOOG,short,2026-03-04,2026-03-06,2,301.9877,297.91,306.52,288.4,3,12.23,1.35,0.9,signal_flip,-5,72.2,0.91
GOOG,short,2026-03-13,2026-03-16,1,306.1641,304.24,310.76,292.39,3,5.78,0.63,0.42,signal_flip,-5,72.2,0.92
LIN,short,2025-07-29,2025-07-29,0,463.195,465.25,470.14,442.35,2,-4.1,-0.44,-0.3,signal_flip,-5,72.2,0.93
LIN,short,2025-07-31,2025-07-31,0,451.869,458.65,458.65,431.53,2,-13.56,-1.5,-1.0,stop,-5,72.2,0.9
LIN,long,2025-08-27,2025-09-02,3,474.2562,467.14,467.14,495.6,2,-14.23,-1.5,-1.0,stop,6,88.9,0.95
LIN,short,2025-09-11,2025-09-11,0,467.6489,474.66,474.66,446.6,2,-14.02,-1.5,-1.0,stop,-5,72.2,0.94
LIN,long,2025-09-15,2025-09-15,0,476.9777,471.9,469.82,498.44,2,-10.16,-1.06,-0.71,signal_flip,4,62.2,0.95
LIN,short,2025-09-17,2025-09-17,0,468.628,475.66,475.66,447.54,2,-14.06,-1.5,-1.0,stop,-5,72.2,0.94
LIN,short,2025-09-26,2025-09-29,1,467.471,471.66,474.48,446.43,2,-8.38,-0.9,-0.6,signal_flip,-5,72.2,0.94
LIN,short,2025-11-17,2025-12-05,13,416.9196,398.16,423.17,398.16,2,37.52,4.5,3.0,take_profit,-6,83.3,0.83
LIN,long,2026-01-22,2026-02-02,7,437.4327,457.12,430.87,457.12,2,39.37,4.5,3.0,take_profit,7,100.0,0.87
LIN,long,2026-02-10,2026-02-12,2,451.8231,472.16,445.05,472.16,2,40.67,4.5,3.0,take_profit,6,88.9,0.9
LIN,long,2026-03-17,2026-03-18,1,496.3379,488.89,488.89,518.67,2,-14.9,-1.5,-1.0,stop,6,83.3,0.99
LIN,short,2026-03-24,2026-03-24,0,471.9636,479.04,479.04,450.73,2,-14.15,-1.5,-1.0,stop,-4,61.1,0.94
LIN,short,2026-04-20,2026-04-20,0,492.5977,496.58,499.99,470.43,2,-7.96,-0.81,-0.54,signal_flip,-5,77.8,0.99
LIN,short,2026-04-22,2026-04-23,1,494.4001,501.82,501.82,472.15,2,-14.84,-1.5,-1.0,stop,-4,61.1,0.99
LIN,long,2026-05-04,2026-05-04,0,502.4946,494.96,494.96,525.11,1,-7.53,-1.5,-1.0,stop,5,73.3,0.5
LIN,long,2026-05-14,2026-05-15,1,512.942,505.25,505.25,536.02,1,-7.69,-1.5,-1.0,stop,4,62.2,0.51
LIN,long,2026-05-19,2026-05-19,0,507.6135,504.47,500.0,530.46,1,-3.14,-0.62,-0.41,signal_flip,5,72.2,0.51
BKNG,long,2025-07-28,2025-07-29,1,223.8847,220.53,220.53,233.96,4,-13.42,-1.5,-1.0,stop,4,61.1,0.89
BKNG,short,2025-08-18,2025-08-18,0,215.9177,219.16,219.16,206.2,4,-12.97,-1.5,-1.0,stop,-5,72.2,0.86
BKNG,long,2025-08-20,2025-08-21,1,221.7085,226.51,218.38,231.69,4,19.22,2.17,1.44,signal_flip,5,72.2,0.89
BKNG,short,2025-09-03,2025-09-03,0,218.9221,221.45,222.21,209.07,4,-10.09,-1.15,-0.77,signal_flip,-7,100.0,0.88
BKNG,long,2025-09-05,2025-09-05,0,222.4907,219.15,219.15,232.5,4,-13.36,-1.5,-1.0,stop,4,62.2,0.89
BKNG,long,2025-09-09,2025-09-09,0,220.6106,221.38,217.3,230.54,4,3.1,0.35,0.23,signal_flip,6,88.9,0.88
BKNG,short,2025-09-11,2025-09-15,2,217.3123,220.57,220.57,207.53,4,-13.03,-1.5,-1.0,stop,-6,88.9,0.87
BKNG,short,2025-09-17,2025-09-18,1,218.0677,221.34,221.34,208.25,4,-13.09,-1.5,-1.0,stop,-5,72.2,0.87
BKNG,short,2025-09-22,2025-09-22,0,214.3429,217.56,217.56,204.7,4,-12.87,-1.5,-1.0,stop,-4,62.2,0.86
BKNG,long,2025-09-26,2025-09-26,0,221.8694,218.54,218.54,231.85,4,-13.32,-1.5,-1.0,stop,6,88.9,0.89
BKNG,short,2025-09-30,2025-09-30,0,215.4146,214.53,218.65,205.72,4,3.54,0.41,0.27,signal_flip,-6,88.9,0.86
BKNG,short,2025-10-24,2025-10-27,1,203.6258,207.99,206.68,194.46,4,-17.47,-2.14,-1.43,gap_stop,-6,88.9,0.82
BKNG,short,2025-10-29,2025-10-29,0,206.4047,197.12,209.5,197.12,4,37.14,4.5,3.0,take_profit,-6,88.9,0.83
BKNG,short,2025-11-17,2025-11-17,0,199.6564,190.67,202.65,190.67,5,44.93,4.5,3.0,take_profit,-5,72.2,1.0
BKNG,short,2025-12-02,2025-12-02,0,194.6948,197.62,197.62,185.93,5,-14.63,-1.5,-1.0,stop,-4,61.1,0.97
BKNG,long,2025-12-10,2025-12-10,0,206.1572,203.06,203.06,215.43,4,-12.39,-1.5,-1.0,stop,5,73.3,0.82
BKNG,long,2025-12-22,2025-12-31,6,216.7004,213.45,213.45,226.45,4,-13.0,-1.5,-1.0,stop,7,100.0,0.87
BKNG,long,2026-01-06,2026-01-06,0,213.2024,210.0,210.0,222.8,4,-12.81,-1.5,-1.0,stop,6,83.3,0.85
BKNG,short,2026-01-14,2026-01-15,1,209.2859,206.73,212.43,199.87,4,10.22,1.22,0.81,signal_flip,-4,61.1,0.84
BKNG,short,2026-01-27,2026-01-28,1,203.1118,206.16,206.16,193.97,4,-12.19,-1.5,-1.0,stop,-4,61.1,0.81
BKNG,short,2026-03-03,2026-03-03,0,163.6517,166.11,166.11,156.29,6,-14.75,-1.5,-1.0,stop,-5,72.2,0.98
BKNG,long,2026-03-18,2026-03-19,1,175.8141,173.18,173.18,183.73,5,-13.17,-1.5,-1.0,stop,6,83.3,0.88
BKNG,long,2026-04-14,2026-04-15,1,177.9908,186.0,175.32,186.0,5,40.05,4.5,3.0,take_profit,5,72.2,0.89
BKNG,short,2026-04-29,2026-04-29,0,163.9633,166.42,166.42,156.58,6,-14.74,-1.5,-1.0,stop,-4,62.2,0.98
BKNG,short,2026-05-01,2026-05-01,0,168.4375,170.96,170.96,160.86,5,-12.61,-1.5,-1.0,stop,-4,62.2,0.84
BKNG,short,2026-05-07,2026-05-07,0,167.6603,170.18,170.18,160.12,5,-12.6,-1.5,-1.0,stop,-4,62.2,0.84
BKNG,short,2026-05-11,2026-05-11,0,163.5248,156.17,165.98,156.17,6,44.13,4.5,3.0,take_profit,-4,62.2,0.98
CRWD,short,2025-08-27,2025-08-28,1,421.1784,427.5,427.5,402.23,2,-12.64,-1.5,-1.0,stop,-4,62.2,0.84
CRWD,short,2025-09-02,2025-09-08,4,416.6919,422.94,422.94,397.94,2,-12.5,-1.5,-1.0,stop,-4,62.2,0.83
CRWD,long,2025-09-29,2025-09-30,1,486.9064,479.6,479.6,508.82,2,-14.61,-1.5,-1.0,stop,6,83.3,0.97
CRWD,long,2025-10-09,2025-10-09,0,510.46,502.8,502.8,533.43,1,-7.66,-1.5,-1.0,stop,5,73.3,0.51
CRWD,short,2025-10-16,2025-10-16,0,489.2403,496.58,496.58,467.22,2,-14.68,-1.5,-1.0,stop,-4,61.1,0.98
CRWD,long,2025-10-21,2025-10-22,1,501.7412,494.22,494.22,524.32,1,-7.52,-1.5,-1.0,stop,5,64.4,0.5
CRWD,long,2025-11-07,2025-11-07,0,527.1866,519.28,519.28,550.91,1,-7.91,-1.5,-1.0,stop,5,73.3,0.53
CRWD,short,2025-11-18,2025-11-19,1,524.2952,520.59,532.16,500.7,1,3.71,0.71,0.47,signal_flip,-5,72.2,0.52
CRWD,short,2025-12-05,2025-12-05,0,515.6239,523.36,523.36,492.42,1,-7.74,-1.5,-1.0,stop,-5,72.2,0.52
CRWD,long,2025-12-10,2025-12-10,0,516.516,508.77,508.77,539.76,1,-7.75,-1.5,-1.0,stop,5,72.2,0.52
CRWD,short,2025-12-15,2025-12-16,1,508.501,485.62,516.13,485.62,1,22.88,4.5,3.0,take_profit,-6,83.3,0.51
CRWD,short,2026-01-09,2026-01-15,4,471.7178,450.49,478.79,450.49,2,42.46,4.5,3.0,take_profit,-6,88.9,0.94
CRWD,short,2026-01-30,2026-01-30,0,440.0595,446.66,446.66,420.26,2,-13.2,-1.5,-1.0,stop,-5,66.7,0.88
CRWD,short,2026-02-13,2026-02-13,0,416.4931,422.74,422.74,397.75,2,-12.49,-1.5,-1.0,stop,-6,83.3,0.83
CRWD,short,2026-02-18,2026-02-18,0,409.3403,415.48,415.48,390.92,2,-12.28,-1.5,-1.0,stop,-7,100.0,0.82
CRWD,short,2026-02-23,2026-02-23,0,384.575,367.27,390.34,367.27,2,34.61,4.5,3.0,take_profit,-5,73.3,0.77
CRWD,short,2026-03-23,2026-03-23,0,410.6489,416.81,416.81,392.17,2,-12.32,-1.5,-1.0,stop,-5,73.3,0.82
CRWD,long,2026-04-08,2026-04-08,0,440.43,433.82,433.82,460.25,2,-13.22,-1.5,-1.0,stop,6,88.9,0.88
CRWD,short,2026-04-10,2026-04-10,0,395.7059,377.9,401.64,377.9,2,35.61,4.5,3.0,take_profit,-6,88.9,0.79
CRWD,long,2026-04-16,2026-04-16,0,422.2719,415.94,415.94,441.27,2,-12.66,-1.5,-1.0,stop,4,61.1,0.84
CRWD,long,2026-06-05,2026-06-05,0,697.4367,686.98,686.98,728.82,1,-10.46,-1.5,-1.0,stop,4,62.2,0.7
NVDA,long,2025-09-11,2025-09-11,0,179.6306,176.94,176.94,187.71,5,-13.45,-1.5,-1.0,stop,5,66.7,0.9
NVDA,long,2025-09-15,2025-09-16,1,175.6217,174.66,172.99,183.52,5,-4.82,-0.55,-0.37,signal_flip,6,83.3,0.88
NVDA,long,2025-09-19,2025-09-22,1,175.7216,183.63,173.09,183.63,5,39.54,4.5,3.01,take_profit,6,83.3,0.88
NVDA,long,2025-09-29,2025-09-29,0,180.3804,181.62,177.67,188.5,5,6.19,0.69,0.46,signal_flip,6,83.3,0.9
NVDA,long,2025-10-14,2025-10-14,0,184.7192,181.95,181.95,193.03,5,-13.85,-1.5,-1.0,stop,6,83.3,0.92
NVDA,short,2025-10-16,2025-10-20,2,181.8159,184.54,184.54,173.63,5,-13.62,-1.5,-1.0,stop,-7,100.0,0.91
NVDA,short,2025-10-22,2025-10-24,2,180.7283,183.61,183.44,172.6,5,-14.39,-1.59,-1.06,gap_stop,-6,83.3,0.9
NVDA,long,2025-11-11,2025-11-11,0,195.1063,192.18,192.18,203.89,5,-14.63,-1.5,-1.0,stop,5,72.2,0.97
NVDA,short,2025-11-14,2025-11-14,0,182.4444,185.18,185.18,174.23,5,-13.68,-1.5,-1.0,stop,-5,66.7,0.91
NVDA,short,2025-11-21,2025-11-21,0,180.8281,183.54,183.54,172.69,5,-13.56,-1.5,-1.0,stop,-5,73.3,0.91
NVDA,long,2025-12-09,2025-12-10,1,185.5193,182.74,182.74,193.87,5,-13.9,-1.5,-1.0,stop,4,61.1,0.93
NVDA,long,2025-12-22,2025-12-26,3,183.8796,192.15,181.12,192.15,5,41.35,4.5,3.0,take_profit,6,88.9,0.92
NVDA,long,2026-01-16,2026-01-16,0,189.0385,186.2,186.2,197.55,5,-14.19,-1.5,-1.0,stop,6,88.9,0.94
NVDA,short,2026-01-21,2026-01-21,0,178.6531,181.33,181.33,170.61,5,-13.38,-1.5,-1.0,stop,-4,62.2,0.89
NVDA,long,2026-01-28,2026-01-28,0,191.228,191.29,188.36,199.83,5,0.29,0.03,0.02,signal_flip,5,72.2,0.96
NVDA,long,2026-02-09,2026-02-09,0,184.2196,192.51,181.46,192.51,5,41.45,4.5,3.0,take_profit,4,62.2,0.92
NVDA,long,2026-02-20,2026-02-23,1,186.5291,191.32,183.73,194.92,5,23.94,2.57,1.71,signal_flip,5,72.2,0.93
NVDA,short,2026-02-27,2026-03-04,3,180.8482,183.56,183.56,172.71,5,-13.56,-1.5,-1.0,stop,-4,62.2,0.91
NVDA,short,2026-03-13,2026-03-16,1,184.52,187.29,187.29,176.22,5,-13.85,-1.5,-1.0,stop,-5,72.2,0.92
NVDA,long,2026-05-05,2026-05-05,0,199.2671,196.28,196.28,208.23,5,-14.94,-1.5,-1.0,stop,6,83.3,1.0
NVDA,long,2026-05-07,2026-05-11,2,208.3056,217.68,205.18,217.68,4,37.5,4.5,3.0,take_profit,7,100.0,0.83
NVDA,long,2026-05-21,2026-05-21,0,222.2532,218.92,218.92,232.25,4,-13.33,-1.5,-1.0,stop,7,100.0,0.89
NVDA,short,2026-05-28,2026-05-28,0,210.823,213.99,213.99,201.34,4,-12.67,-1.5,-1.0,stop,-4,61.1,0.84
NVDA,long,2026-06-02,2026-06-02,0,227.1424,223.74,223.74,237.36,4,-13.61,-1.5,-1.0,stop,7,100.0,0.91
NVDA,short,2026-06-04,2026-06-04,0,213.6961,216.9,216.9,204.08,4,-12.82,-1.5,-1.0,stop,-4,61.1,0.86
CTAS,long,2025-08-14,2025-08-14,0,223.3159,219.97,219.97,233.37,4,-13.38,-1.5,-1.0,stop,5,72.2,0.89
CTAS,long,2025-08-27,2025-08-28,1,211.2315,208.06,208.06,220.74,4,-12.69,-1.5,-1.0,stop,4,66.7,0.84
CTAS,short,2025-09-22,2025-09-22,0,198.2356,201.21,201.21,189.31,5,-14.87,-1.5,-1.0,stop,-4,62.2,0.99
CTAS,short,2025-09-24,2025-09-24,0,195.3798,198.31,198.31,186.59,5,-14.65,-1.5,-1.0,stop,-6,88.9,0.98
CTAS,short,2025-10-07,2025-10-10,3,197.3729,188.49,200.33,188.49,5,44.41,4.5,3.0,take_profit,-5,72.2,0.99
CTAS,short,2025-10-24,2025-10-29,3,191.1455,182.54,194.01,182.54,5,43.03,4.5,3.0,take_profit,-5,72.2,0.96
CTAS,short,2025-11-07,2025-11-11,2,184.5413,184.39,187.31,176.24,5,0.76,0.08,0.06,signal_flip,-6,88.9,0.92
CTAS,long,2025-11-24,2025-11-24,0,183.4622,180.71,180.71,191.72,5,-13.76,-1.5,-1.0,stop,5,72.2,0.92
CTAS,long,2025-11-28,2025-12-02,2,184.1196,183.27,181.36,192.4,5,-4.25,-0.46,-0.31,signal_flip,5,72.2,0.92
CTAS,short,2025-12-05,2025-12-05,0,183.0162,185.76,185.76,174.78,5,-13.72,-1.5,-1.0,stop,-5,72.2,0.92
CTAS,long,2025-12-11,2025-12-12,1,184.9861,186.59,182.21,193.31,5,8.03,0.87,0.58,signal_flip,5,72.2,0.92
CTAS,long,2026-01-09,2026-01-14,3,188.9004,193.26,186.07,197.4,5,21.79,2.31,1.54,signal_flip,5,72.2,0.94
CTAS,short,2026-01-29,2026-01-30,1,187.8371,190.65,190.65,179.38,5,-14.06,-1.5,-1.0,stop,-5,72.2,0.94
CTAS,short,2026-02-03,2026-02-03,0,186.5747,189.37,189.37,178.18,5,-13.98,-1.5,-1.0,stop,-4,62.2,0.93
CTAS,long,2026-02-27,2026-03-02,1,198.559,201.05,195.58,207.49,5,12.47,1.26,0.84,signal_flip,5,72.2,0.99
CTAS,short,2026-04-07,2026-04-08,1,171.3919,173.96,173.96,163.68,5,-12.84,-1.5,-1.0,stop,-5,72.2,0.86
CTAS,long,2026-04-24,2026-04-24,0,175.7482,173.11,173.11,183.66,5,-13.19,-1.5,-1.0,stop,5,72.2,0.88
