# BACKTEST CONFIG
min_score,conviction,stop_pct,tp_pct,direction,size_usd,slippage_pct,signal_flip,gap_stop,max_hold
4,60.0,1.5,4.5,both,1000.0,0.1,True,True,20

# PER-TICKER SUMMARY
ticker,trades,wins,losses,win_rate_pct,avg_r,expectancy,total_pnl_usd,avg_pnl_pct,max_drawdown_pct,avg_hold_bars,profit_factor,total_slippage_usd,bars_tested,compute_secs,exit_stop,exit_gap_stop,exit_take_profit,exit_signal_flip,exit_max_hold
WDC,long,2025-10-24,2025-10-27,1,129.3297,127.39,127.39,135.15,7,-13.58,-1.5,-1.0,stop,6,83.3,0.9
WDC,long,2025-10-31,2025-10-31,0,155.4155,153.08,153.08,162.41,6,-14.01,-1.5,-1.0,stop,5,73.3,0.93
WDC,long,2025-11-18,2025-11-18,0,158.274,155.9,155.9,165.4,6,-14.24,-1.5,-1.0,stop,6,83.3,0.95
WDC,long,2025-11-28,2025-11-28,0,159.9131,157.51,157.51,167.11,6,-14.42,-1.5,-1.0,stop,6,83.3,0.96
WDC,short,2025-12-04,2025-12-04,0,154.6408,156.96,156.96,147.68,6,-13.92,-1.5,-1.0,stop,-4,61.1,0.93
WDC,long,2025-12-19,2025-12-19,0,176.876,184.84,174.22,184.84,5,39.82,4.5,3.0,take_profit,5,64.4,0.88
WDC,short,2026-01-02,2026-01-02,0,176.892,179.55,179.55,168.93,5,-13.29,-1.5,-1.0,stop,-4,61.1,0.89
WDC,long,2026-02-18,2026-02-18,0,289.0752,284.74,284.74,302.08,3,-13.01,-1.5,-1.0,stop,6,83.3,0.87
WDC,short,2026-02-25,2026-02-25,0,280.0124,284.21,284.21,267.41,3,-12.59,-1.5,-1.0,stop,-4,61.1,0.84
WDC,long,2026-03-25,2026-03-25,0,292.2158,287.83,287.83,305.37,3,-13.16,-1.5,-1.0,stop,6,83.3,0.88
WDC,long,2026-04-02,2026-04-02,0,278.3756,290.9,274.2,290.9,3,37.57,4.5,3.0,take_profit,7,100.0,0.83
WDC,long,2026-05-22,2026-05-22,0,488.791,481.46,481.46,510.79,2,-14.66,-1.5,-1.0,stop,6,83.3,0.98
ORLY,long,2025-08-20,2025-08-22,2,103.9939,102.43,102.43,108.67,9,-14.08,-1.5,-1.0,stop,5,72.2,0.94
ORLY,long,2025-08-27,2025-09-05,6,103.6335,104.84,102.08,108.3,9,10.86,1.16,0.78,signal_flip,5,72.2,0.93
ORLY,short,2025-09-19,2025-09-23,2,103.9559,103.73,105.52,99.28,9,2.03,0.22,0.14,signal_flip,-4,62.2,0.94
ORLY,long,2025-09-29,2025-09-29,0,106.3462,107.55,104.75,111.13,9,10.83,1.13,0.75,signal_flip,5,72.2,0.96
ORLY,short,2025-10-07,2025-10-10,3,102.8171,102.15,104.36,98.19,9,6.0,0.65,0.43,signal_flip,-6,83.3,0.93
ORLY,short,2025-10-21,2025-10-21,0,100.849,101.31,102.36,96.31,9,-4.15,-0.46,-0.31,signal_flip,-5,73.3,0.91
ORLY,long,2025-12-05,2025-12-05,0,99.6596,98.16,98.16,104.14,10,-15.0,-1.5,-1.0,stop,4,61.1,1.0
ORLY,long,2026-01-12,2026-01-13,1,94.1541,94.63,92.74,98.39,10,4.76,0.51,0.34,signal_flip,4,62.2,0.94
ORLY,long,2026-01-20,2026-01-21,1,94.4744,98.73,93.06,98.73,10,42.56,4.5,3.01,take_profit,4,62.2,0.94
ORLY,short,2026-02-25,2026-03-02,3,93.4065,94.81,94.81,89.2,10,-14.04,-1.5,-1.0,stop,-5,72.2,0.94
ORLY,short,2026-03-04,2026-03-04,0,93.5564,94.27,94.96,89.35,10,-7.14,-0.76,-0.51,signal_flip,-5,72.2,0.94
ORLY,long,2026-03-06,2026-03-12,4,94.8047,93.38,93.38,99.07,10,-14.25,-1.5,-1.0,stop,5,72.2,0.95
ORLY,long,2026-03-27,2026-03-27,0,92.4223,91.04,91.04,96.58,10,-13.82,-1.5,-1.0,stop,5,72.2,0.92
ORLY,long,2026-04-06,2026-04-22,12,90.5905,94.67,89.23,94.67,11,44.87,4.5,3.0,take_profit,5,72.2,1.0
ORLY,long,2026-05-01,2026-05-01,0,100.1,98.6,98.6,104.6,9,-13.5,-1.5,-1.0,stop,5,73.3,0.9
ORLY,short,2026-05-11,2026-05-12,1,92.2377,91.84,93.62,88.09,10,3.98,0.43,0.29,signal_flip,-6,88.9,0.92
ORLY,short,2026-06-05,2026-06-05,0,89.1707,90.51,90.51,85.16,11,-14.73,-1.5,-1.0,stop,-5,73.3,0.98
ORLY,short,2026-06-09,2026-06-09,0,88.6712,90.0,90.0,84.68,11,-14.62,-1.5,-1.0,stop,-6,83.3,0.98
VRSK,short,2025-08-13,2025-08-13,0,258.2922,262.17,262.17,246.67,3,-11.63,-1.5,-1.0,stop,-4,62.2,0.78
VRSK,short,2025-08-21,2025-08-21,0,267.6434,271.66,271.66,255.6,3,-12.05,-1.5,-1.0,stop,-4,62.2,0.8
VRSK,short,2025-08-26,2025-08-29,3,264.8838,266.43,268.86,252.96,3,-4.64,-0.58,-0.39,signal_flip,-5,72.2,0.8
VRSK,short,2025-09-03,2025-09-03,0,263.0671,266.75,267.01,251.23,3,-11.05,-1.4,-0.93,signal_flip,-5,72.2,0.79
VRSK,long,2025-09-05,2025-09-10,3,269.6017,265.02,265.56,281.73,3,-13.75,-1.7,-1.13,gap_stop,5,72.2,0.81
VRSK,short,2025-10-02,2025-10-16,10,248.1557,236.99,251.88,236.99,4,44.66,4.5,3.0,take_profit,-6,83.3,0.99
VRSK,short,2025-10-24,2025-10-29,3,235.2184,224.63,238.75,224.63,4,42.35,4.5,3.0,take_profit,-6,83.3,0.94
VRSK,short,2025-11-04,2025-11-18,10,217.8758,221.14,221.14,208.07,4,-13.06,-1.5,-1.0,stop,-5,73.3,0.87
VRSK,short,2025-12-24,2025-12-26,1,217.0329,219.78,220.29,207.27,4,-11.0,-1.27,-0.84,signal_flip,-5,72.2,0.87
VRSK,long,2026-01-07,2026-01-08,1,221.621,218.08,218.3,231.59,4,-14.17,-1.6,-1.07,gap_stop,5,72.2,0.89
VRSK,short,2026-01-20,2026-01-21,1,219.3845,216.04,222.68,209.51,4,13.37,1.52,1.01,signal_flip,-6,88.9,0.88
VRSK,short,2026-02-18,2026-02-18,0,193.7352,185.02,196.64,185.02,5,43.58,4.5,3.0,take_profit,-7,100.0,0.97
VRSK,short,2026-02-23,2026-02-24,1,183.7106,186.47,186.47,175.44,5,-13.8,-1.5,-1.0,stop,-6,83.3,0.92
VRSK,long,2026-03-16,2026-03-19,3,201.1209,201.69,198.1,210.17,4,2.28,0.28,0.19,signal_flip,6,83.3,0.8
VRSK,long,2026-04-22,2026-04-22,0,182.5824,179.84,179.84,190.8,5,-13.71,-1.5,-1.0,stop,5,72.2,0.91
VRSK,short,2026-04-24,2026-04-27,1,176.0837,178.72,178.72,168.16,5,-13.18,-1.5,-1.0,stop,-5,72.2,0.88
VRSK,short,2026-04-29,2026-04-29,0,185.3045,188.08,188.08,176.97,5,-13.88,-1.5,-1.0,stop,-4,62.2,0.93
ISRG,short,2025-08-15,2025-08-18,1,479.54,486.73,486.73,457.96,2,-14.38,-1.5,-1.0,stop,-5,72.2,0.96
ISRG,short,2025-08-22,2025-09-03,7,472.527,451.26,479.61,451.26,2,42.53,4.5,3.0,take_profit,-4,62.2,0.95
ISRG,short,2025-09-11,2025-09-11,0,450.7088,457.47,457.47,430.43,2,-13.52,-1.5,-1.0,stop,-4,62.2,0.9
ISRG,short,2025-09-22,2025-09-22,0,437.6819,444.25,444.25,417.99,2,-13.14,-1.5,-1.0,stop,-4,62.2,0.88
ISRG,short,2025-09-25,2025-09-30,3,439.9496,446.55,446.55,420.15,2,-13.2,-1.5,-1.0,stop,-5,72.2,0.88
ISRG,long,2025-10-09,2025-10-10,1,448.2078,441.48,441.48,468.38,2,-13.46,-1.5,-1.0,stop,5,72.2,0.9
ISRG,long,2025-10-20,2025-10-22,2,452.9525,473.34,446.16,473.34,2,40.77,4.5,3.0,take_profit,5,72.2,0.9
ISRG,long,2025-11-24,2025-12-09,10,563.4929,558.13,555.04,588.85,1,-5.36,-0.95,-0.63,signal_flip,5,73.3,0.56
ISRG,short,2026-01-05,2026-01-05,0,560.5889,566.38,569.0,535.36,1,-5.79,-1.03,-0.69,signal_flip,-4,61.1,0.56
ISRG,long,2026-01-07,2026-01-08,1,593.4829,582.69,584.58,620.19,1,-10.79,-1.82,-1.21,gap_stop,5,73.3,0.59
ISRG,long,2026-01-15,2026-01-15,0,554.2937,545.98,545.98,579.24,1,-8.31,-1.5,-1.0,stop,4,66.7,0.55
ISRG,short,2026-02-13,2026-02-13,0,480.0195,487.22,487.22,458.42,2,-14.4,-1.5,-1.0,stop,-5,73.3,0.96
ISRG,short,2026-02-24,2026-02-25,1,489.2003,496.54,496.54,467.19,2,-14.68,-1.5,-1.0,stop,-6,83.3,0.98
ISRG,short,2026-03-09,2026-03-09,0,484.525,491.79,491.79,462.72,2,-14.53,-1.5,-1.0,stop,-7,100.0,0.97
ISRG,short,2026-03-11,2026-03-13,2,488.7408,466.75,496.07,466.75,2,43.98,4.5,3.0,take_profit,-6,83.3,0.98
ISRG,short,2026-03-23,2026-03-26,3,487.6618,465.72,494.98,465.72,2,43.88,4.5,3.0,take_profit,-7,100.0,0.98
ISRG,short,2026-04-09,2026-04-13,2,458.8607,458.96,465.74,438.21,2,-0.2,-0.02,-0.01,signal_flip,-4,62.2,0.92
ISRG,long,2026-04-15,2026-04-16,1,470.0195,462.97,462.97,491.17,2,-14.1,-1.5,-1.0,stop,7,100.0,0.94
ISRG,long,2026-04-20,2026-04-20,0,471.8313,464.75,464.75,493.06,2,-14.16,-1.5,-1.0,stop,4,62.2,0.94
ISRG,short,2026-04-22,2026-04-22,0,460.8986,467.81,467.81,440.16,2,-13.82,-1.5,-1.0,stop,-4,62.2,0.92
ISRG,long,2026-04-27,2026-04-27,0,481.481,474.26,474.26,503.15,2,-14.44,-1.5,-1.0,stop,4,62.2,0.96
ISRG,short,2026-05-22,2026-05-27,2,439.0605,419.3,445.65,419.3,2,39.52,4.5,3.0,take_profit,-5,72.2,0.88
ISRG,short,2026-06-09,2026-06-09,0,420.7089,427.02,427.02,401.78,2,-12.62,-1.5,-1.0,stop,-4,61.1,0.84
EXC,short,2025-08-04,2025-08-05,1,43.1388,43.79,43.79,41.2,23,-14.98,-1.51,-1.0,stop,-4,66.7,0.99
EXC,long,2025-08-20,2025-08-26,4,43.766,43.11,43.11,45.74,22,-14.43,-1.5,-1.0,stop,5,72.2,0.96
EXC,short,2025-09-17,2025-09-17,0,41.7913,42.1,42.42,39.91,23,-7.01,-0.73,-0.48,signal_flip,-4,62.2,0.96
EXC,long,2025-09-29,2025-09-30,1,42.8302,43.83,42.19,44.76,23,22.98,2.33,1.56,signal_flip,4,62.2,0.98
EXC,short,2025-10-02,2025-10-03,1,43.6591,44.31,44.31,41.69,22,-14.32,-1.49,-1.0,stop,-4,66.7,0.96
EXC,long,2025-10-28,2025-10-29,1,46.9729,46.2,46.27,49.09,21,-16.32,-1.65,-1.11,gap_stop,5,73.3,0.99
EXC,short,2025-11-05,2025-11-06,1,45.342,44.51,46.02,43.3,22,18.28,1.83,1.23,signal_flip,-4,62.2,1.0
EXC,long,2025-11-18,2025-11-19,1,45.8098,45.12,45.12,47.87,21,-14.49,-1.51,-1.0,stop,5,72.2,0.96
EXC,long,2025-11-25,2025-11-25,0,45.4952,44.81,44.81,47.54,21,-14.39,-1.51,-1.0,stop,4,62.2,0.95
EXC,short,2025-12-02,2025-12-05,3,44.8253,43.03,45.5,42.81,22,39.42,4.0,2.66,signal_flip,-6,88.9,0.99
EXC,short,2025-12-22,2025-12-30,5,42.6665,43.14,43.31,40.75,23,-10.92,-1.11,-0.74,signal_flip,-6,88.9,0.98
EXC,short,2026-01-02,2026-01-02,0,42.745,43.39,43.39,40.82,23,-14.84,-1.51,-1.0,stop,-5,72.2,0.98
EXC,short,2026-01-06,2026-01-06,0,42.7254,43.06,43.37,40.8,23,-7.76,-0.79,-0.52,signal_flip,-5,72.2,0.98
EXC,long,2026-01-15,2026-01-21,3,43.0371,44.2,42.39,44.97,23,26.8,2.71,1.8,signal_flip,5,77.8,0.99
EXC,long,2026-01-27,2026-02-02,4,43.6467,42.99,42.99,45.61,22,-14.45,-1.5,-1.0,stop,5,73.3,0.96
EXC,short,2026-02-10,2026-02-10,0,43.1473,43.79,43.79,41.21,23,-14.78,-1.49,-1.0,stop,-5,72.2,0.99
EXC,long,2026-02-23,2026-03-12,13,47.1471,49.27,46.44,49.27,21,44.58,4.5,3.0,take_profit,5,73.3,0.99
EXC,short,2026-04-14,2026-04-14,0,47.4657,48.18,48.18,45.33,21,-15.0,-1.5,-1.0,stop,-4,61.1,1.0
EXC,short,2026-04-17,2026-04-17,0,45.5852,46.27,46.27,43.53,21,-14.38,-1.5,-1.0,stop,-5,77.8,0.96
EXC,long,2026-04-24,2026-04-27,1,46.0533,46.16,45.36,48.13,21,2.16,0.22,0.15,signal_flip,4,61.1,0.97
EXC,short,2026-05-06,2026-05-07,1,46.2681,44.19,46.96,44.19,21,43.64,4.49,3.0,take_profit,-5,77.8,0.97
EXC,long,2026-06-01,2026-06-01,0,44.9327,44.26,44.26,46.95,22,-14.8,-1.5,-1.0,stop,4,62.2,0.99
SHOP,long,2025-07-28,2025-07-29,1,126.2261,124.33,124.33,131.91,7,-13.27,-1.5,-1.0,stop,5,72.2,0.88
SHOP,long,2025-08-05,2025-08-05,0,125.125,123.25,123.25,130.76,7,-13.12,-1.5,-1.0,stop,6,83.3,0.88
SHOP,long,2025-08-19,2025-08-19,0,143.143,141.0,141.0,149.58,6,-12.86,-1.5,-1.0,stop,6,83.3,0.86
SHOP,long,2025-08-25,2025-08-27,2,140.8907,138.78,138.78,147.23,7,-14.77,-1.5,-1.0,stop,6,83.3,0.98
SHOP,long,2025-08-29,2025-08-29,0,141.5714,141.28,139.45,147.94,7,-2.04,-0.21,-0.14,signal_flip,6,83.3,0.99
SHOP,long,2025-09-12,2025-09-16,2,143.6635,150.13,141.51,150.13,6,38.8,4.5,3.0,take_profit,6,83.3,0.86
SHOP,long,2025-09-30,2025-09-30,0,148.138,145.92,145.92,154.8,6,-13.31,-1.5,-1.0,stop,7,100.0,0.89
SHOP,long,2025-10-16,2025-10-16,0,160.9208,158.51,158.51,168.16,6,-14.46,-1.5,-1.0,stop,6,83.3,0.96
SHOP,long,2025-10-21,2025-10-21,0,164.9548,162.48,162.48,172.38,6,-14.85,-1.5,-1.0,stop,6,83.3,0.99
SHOP,short,2025-11-05,2025-11-05,0,159.4004,161.79,161.79,152.23,6,-14.34,-1.5,-1.0,stop,-5,77.8,0.96
SHOP,short,2025-11-07,2025-11-10,1,153.7911,157.12,156.1,146.87,6,-19.94,-2.16,-1.44,gap_stop,-4,62.2,0.92
SHOP,short,2025-11-13,2025-11-13,0,153.6862,146.77,155.99,146.77,6,41.5,4.5,3.0,take_profit,-4,61.1,0.92
SHOP,short,2025-11-21,2025-11-21,0,144.4254,146.59,146.59,137.93,6,-12.99,-1.5,-1.0,stop,-5,73.3,0.87
SHOP,short,2025-12-02,2025-12-02,0,153.3065,155.61,155.61,146.41,6,-13.82,-1.5,-1.0,stop,-7,100.0,0.92
SHOP,long,2025-12-17,2025-12-17,0,166.6965,164.2,164.2,174.2,5,-12.48,-1.5,-1.0,stop,5,72.2,0.83
SHOP,long,2026-01-07,2026-01-07,0,168.0078,165.49,165.49,175.57,5,-12.59,-1.5,-1.0,stop,5,72.2,0.84
SHOP,long,2026-01-09,2026-01-09,0,168.178,165.66,165.66,175.75,5,-12.59,-1.5,-1.0,stop,5,72.2,0.84
SHOP,short,2026-01-15,2026-01-20,2,159.4903,152.31,161.88,152.31,6,43.08,4.5,3.0,take_profit,-6,88.9,0.96
SHOP,short,2026-02-12,2026-02-12,0,120.5693,115.14,122.38,115.14,8,43.43,4.5,3.0,take_profit,-7,100.0,0.97
SHOP,short,2026-02-24,2026-02-24,0,116.883,118.64,118.64,111.62,8,-14.06,-1.5,-1.0,stop,-6,83.3,0.94
SHOP,long,2026-02-27,2026-02-27,0,123.5985,121.74,121.74,129.16,8,-14.87,-1.5,-1.0,stop,4,61.1,0.99
SHOP,long,2026-03-04,2026-03-04,0,122.3672,127.87,120.53,127.87,8,44.02,4.5,3.0,take_profit,4,61.1,0.98
SHOP,long,2026-03-17,2026-03-18,1,127.4874,125.58,125.58,133.22,7,-13.35,-1.5,-1.0,stop,4,61.1,0.89
SHOP,short,2026-03-20,2026-03-20,0,121.5333,116.06,123.36,116.06,8,43.79,4.5,3.0,take_profit,-6,83.3,0.97
SHOP,short,2026-05-06,2026-05-07,1,108.5014,110.13,110.13,103.62,9,-14.66,-1.5,-1.0,stop,-5,73.3,0.98
SHOP,long,2026-06-05,2026-06-05,0,114.6145,112.9,112.9,119.77,8,-13.72,-1.5,-1.0,stop,4,61.1,0.92
AEP,long,2025-08-14,2025-08-18,2,110.5448,108.89,108.89,115.52,9,-14.89,-1.5,-1.0,stop,5,73.3,0.99
AEP,long,2025-08-20,2025-08-26,4,110.9851,110.07,109.32,115.98,9,-8.21,-0.82,-0.55,signal_flip,6,83.3,1.0
AEP,short,2025-08-29,2025-09-02,1,108.8595,107.59,110.49,103.96,9,11.42,1.17,0.78,signal_flip,-4,61.1,0.98
AEP,short,2025-09-17,2025-09-17,0,104.964,105.08,106.54,100.24,9,-1.03,-0.11,-0.07,signal_flip,-4,62.2,0.95
AEP,short,2025-09-26,2025-09-26,0,105.8036,106.66,107.39,101.04,9,-7.73,-0.81,-0.54,signal_flip,-5,72.2,0.95
AEP,short,2025-10-29,2025-10-29,0,117.4511,119.21,119.21,112.17,8,-14.07,-1.5,-1.0,stop,-4,62.2,0.94
AEP,long,2025-11-07,2025-11-18,7,117.4319,122.72,115.67,122.72,8,42.3,4.5,3.0,take_profit,4,62.2,0.94
AEP,long,2025-11-25,2025-12-01,3,120.882,119.07,119.07,126.32,8,-14.5,-1.5,-1.0,stop,7,100.0,0.97
AEP,short,2026-01-02,2026-01-02,0,113.5949,114.07,115.3,108.48,8,-3.83,-0.42,-0.28,signal_flip,-5,72.2,0.91
AEP,short,2026-01-06,2026-01-08,2,112.2271,113.91,113.91,107.18,8,-13.46,-1.5,-1.0,stop,-4,62.2,0.9
AEP,long,2026-01-27,2026-01-29,2,116.0901,117.42,114.35,121.31,8,10.66,1.15,0.77,signal_flip,6,88.9,0.93
AEP,long,2026-02-02,2026-02-02,0,118.2987,116.52,116.52,123.62,8,-14.23,-1.5,-1.0,stop,4,62.2,0.95
AEP,long,2026-03-05,2026-03-05,0,131.8949,129.92,129.92,137.83,7,-13.82,-1.5,-1.0,stop,5,73.3,0.92
AEP,long,2026-03-09,2026-03-16,5,130.9905,133.18,129.03,136.89,7,15.35,1.67,1.12,signal_flip,5,73.3,0.92
AEP,long,2026-04-02,2026-04-29,18,130.9011,133.47,128.94,136.79,7,17.99,1.96,1.31,signal_flip,6,83.3,0.92
ALNY,long,2025-08-14,2025-08-18,2,434.0236,453.55,427.51,453.55,2,39.05,4.5,3.0,take_profit,5,73.3,0.87
ALNY,long,2025-08-28,2025-08-29,1,452.462,445.68,445.68,472.82,2,-13.56,-1.5,-1.0,stop,6,83.3,0.9
ALNY,long,2025-09-04,2025-09-09,3,449.8794,470.12,443.13,470.12,2,40.48,4.5,3.0,take_profit,5,73.3,0.9
ALNY,short,2025-09-18,2025-09-22,2,453.546,460.35,460.35,433.14,2,-13.61,-1.5,-1.0,stop,-5,77.8,0.91
ALNY,long,2025-10-02,2025-10-02,0,458.0977,451.23,451.23,478.71,2,-13.74,-1.5,-1.0,stop,5,64.4,0.92
ALNY,short,2025-10-06,2025-10-07,1,458.2313,459.58,465.1,437.61,2,-2.7,-0.29,-0.2,signal_flip,-4,61.1,0.92
ALNY,short,2025-10-09,2025-10-09,0,450.549,457.31,457.31,430.27,2,-13.52,-1.5,-1.0,stop,-4,61.1,0.9
ALNY,long,2025-10-13,2025-10-14,1,456.5861,477.13,449.74,477.13,2,41.09,4.5,3.0,take_profit,6,83.3,0.91
ALNY,long,2025-11-18,2025-11-20,2,458.6081,451.73,451.73,479.25,2,-13.76,-1.5,-1.0,stop,5,72.2,0.92
ALNY,short,2025-11-25,2025-11-26,1,436.4032,442.95,442.95,416.77,2,-13.09,-1.5,-1.0,stop,-4,62.2,0.87
ALNY,long,2025-12-01,2025-12-02,1,450.45,470.72,443.69,470.72,2,40.54,4.5,3.0,take_profit,5,72.2,0.9
ALNY,short,2026-01-12,2026-01-12,0,377.4422,360.46,383.1,360.46,2,33.96,4.5,3.0,take_profit,-6,83.3,0.76
ALNY,short,2026-01-26,2026-01-26,0,357.622,362.99,362.99,341.53,2,-10.74,-1.5,-1.0,stop,-5,73.3,0.72
ALNY,short,2026-02-05,2026-02-05,0,350.1495,334.39,355.4,334.39,2,31.52,4.5,3.0,take_profit,-5,73.3,0.7
ALNY,short,2026-02-24,2026-02-24,0,327.8918,332.81,332.81,313.14,3,-14.75,-1.5,-1.0,stop,-6,83.3,0.98
ALNY,short,2026-02-26,2026-02-26,0,328.3413,333.27,333.27,313.57,3,-14.79,-1.5,-1.0,stop,-6,83.3,0.99
ALNY,long,2026-03-02,2026-03-02,0,329.7394,324.79,324.79,344.58,3,-14.85,-1.5,-1.0,stop,4,61.1,0.99
ALNY,short,2026-03-04,2026-03-04,0,318.8808,323.66,323.66,304.53,3,-14.34,-1.5,-1.0,stop,-6,83.3,0.96
ALNY,short,2026-03-06,2026-03-09,1,317.4123,322.17,322.17,303.13,3,-14.27,-1.5,-1.0,stop,-6,83.3,0.95
ALNY,short,2026-03-13,2026-03-17,2,318.681,323.46,323.46,304.34,3,-14.34,-1.5,-1.0,stop,-6,83.3,0.96
ALNY,short,2026-03-19,2026-03-20,1,316.1036,320.85,320.85,301.88,3,-14.24,-1.5,-1.0,stop,-6,83.3,0.95
ALNY,long,2026-04-01,2026-04-01,0,333.0227,328.03,328.03,348.01,3,-14.98,-1.5,-1.0,stop,4,62.2,1.0
ALNY,long,2026-04-22,2026-04-22,0,308.7384,310.58,304.11,322.63,3,5.52,0.6,0.4,signal_flip,4,66.7,0.93
ALNY,long,2026-04-30,2026-04-30,0,307.7875,303.17,303.17,321.64,3,-13.85,-1.5,-1.0,stop,4,66.7,0.92
ALNY,short,2026-05-08,2026-05-08,0,295.6141,300.05,300.05,282.31,3,-13.31,-1.5,-1.0,stop,-5,72.2,0.89
ALNY,long,2026-06-05,2026-06-05,0,306.6463,302.05,302.05,320.45,3,-13.79,-1.5,-1.0,stop,6,83.3,0.92
GEHC,short,2025-08-18,2025-08-19,1,73.1888,73.87,74.29,69.9,13,-8.87,-0.93,-0.62,signal_flip,-6,83.3,0.95
GEHC,short,2025-09-03,2025-09-04,1,71.7471,72.82,72.82,68.52,13,-13.95,-1.5,-1.0,stop,-5,73.3,0.93
GEHC,short,2025-09-24,2025-09-25,1,74.5356,71.18,75.65,71.18,13,43.62,4.5,3.01,take_profit,-5,72.2,0.97
GEHC,short,2025-10-10,2025-10-10,0,73.8382,70.52,74.95,70.52,13,43.14,4.49,2.98,take_profit,-6,83.3,0.96
GEHC,long,2025-10-21,2025-10-23,2,75.2246,77.16,74.1,78.61,13,25.12,2.57,1.72,signal_flip,5,72.2,0.98
GEHC,short,2025-10-28,2025-10-28,0,77.973,79.14,79.14,74.46,12,-14.0,-1.5,-1.0,stop,-4,66.7,0.94
GEHC,long,2025-10-30,2025-10-30,0,77.389,76.23,76.23,80.87,12,-13.91,-1.5,-1.0,stop,4,62.2,0.93
GEHC,short,2025-11-04,2025-11-04,0,74.2699,75.38,75.38,70.93,13,-14.43,-1.49,-1.0,stop,-6,88.9,0.97
GEHC,long,2025-11-06,2025-11-06,0,75.4688,74.34,74.34,78.86,13,-14.67,-1.5,-1.0,stop,6,88.9,0.98
GEHC,short,2025-11-10,2025-11-12,2,73.3317,74.43,74.43,70.03,13,-14.28,-1.5,-1.0,stop,-4,62.2,0.95
GEHC,short,2025-11-14,2025-11-17,1,73.5713,70.26,74.67,70.26,13,43.05,4.5,3.01,take_profit,-5,72.2,0.96
GEHC,long,2025-12-23,2025-12-31,5,83.8197,82.56,82.56,87.59,11,-13.86,-1.5,-1.0,stop,6,83.3,0.92
GEHC,long,2026-01-27,2026-01-28,1,80.6013,79.39,79.39,84.23,12,-14.54,-1.5,-1.0,stop,4,61.1,0.97
GEHC,long,2026-02-05,2026-02-06,1,82.3623,81.13,81.13,86.07,12,-14.79,-1.5,-1.0,stop,7,100.0,0.99
GEHC,long,2026-02-17,2026-02-20,3,80.2011,83.81,79.0,83.81,12,43.31,4.5,3.0,take_profit,5,64.4,0.96
GEHC,long,2026-03-02,2026-03-02,0,82.9726,81.73,81.73,86.71,12,-14.91,-1.5,-1.0,stop,5,72.2,1.0
GEHC,short,2026-03-19,2026-03-19,0,69.3368,70.38,70.38,66.22,14,-14.6,-1.5,-1.0,stop,-5,73.3,0.97
GEHC,short,2026-03-23,2026-03-25,2,71.8131,72.89,72.89,68.58,13,-14.0,-1.5,-1.0,stop,-5,73.3,0.94
GEHC,short,2026-03-27,2026-04-01,3,70.9744,72.04,72.04,67.78,14,-14.92,-1.5,-1.0,stop,-4,62.2,0.99
GEHC,short,2026-04-06,2026-04-08,2,70.2796,72.82,71.33,67.12,14,-35.57,-3.61,-2.42,gap_stop,-6,83.3,0.99
GEHC,long,2026-04-10,2026-04-10,0,73.4934,73.18,72.39,76.8,13,-4.07,-0.43,-0.28,signal_flip,5,72.2,0.95
GEHC,short,2026-04-23,2026-04-29,4,70.919,67.73,71.98,67.73,14,44.65,4.5,3.01,take_profit,-6,83.3,0.99
GEHC,short,2026-05-12,2026-05-14,2,62.2777,63.21,63.21,59.48,16,-14.92,-1.5,-1.0,stop,-6,83.3,1.0
GEHC,short,2026-06-03,2026-06-04,1,61.6183,62.63,62.54,58.85,16,-16.19,-1.64,-1.1,gap_stop,-6,83.3,0.99
FANG,short,2025-07-31,2025-07-31,0,145.1063,147.28,147.28,138.58,6,-13.04,-1.5,-1.0,stop,-4,66.7,0.87
FANG,long,2025-08-05,2025-08-05,0,144.2063,142.04,142.04,150.7,6,-13.0,-1.5,-1.0,stop,6,88.9,0.86
FANG,short,2025-08-07,2025-08-07,0,141.8244,143.95,143.95,135.44,7,-14.88,-1.5,-1.0,stop,-4,62.2,0.99
FANG,long,2025-08-13,2025-08-14,1,134.6628,138.22,132.64,140.72,7,24.87,2.64,1.76,signal_flip,4,66.7,0.94
FANG,short,2025-08-21,2025-08-22,1,135.0273,137.05,137.05,128.95,7,-14.16,-1.5,-1.0,stop,-5,72.2,0.95
FANG,short,2025-09-08,2025-09-17,7,136.9498,139.0,139.0,130.79,7,-14.35,-1.5,-1.0,stop,-4,62.2,0.96
FANG,short,2025-09-22,2025-09-23,1,135.5766,137.61,137.61,129.48,7,-14.23,-1.5,-1.0,stop,-6,88.9,0.95
FANG,long,2025-09-25,2025-09-26,1,142.1283,145.56,140.0,148.52,7,24.02,2.41,1.61,signal_flip,6,83.3,0.99
FANG,long,2025-10-01,2025-10-06,3,139.1798,145.44,137.09,145.44,7,43.82,4.5,3.0,take_profit,5,73.3,0.97
FANG,short,2025-10-23,2025-10-23,0,144.7968,144.5,146.97,138.28,6,1.78,0.21,0.14,signal_flip,-4,62.2,0.87
FANG,long,2025-10-27,2025-10-27,0,143.9859,141.83,141.83,150.47,6,-12.94,-1.5,-1.0,stop,5,72.2,0.86
FANG,short,2025-11-04,2025-11-05,1,138.8821,134.8,140.97,132.63,7,28.58,2.94,1.96,signal_flip,-6,88.9,0.97
